Year,Institute,Branch,Category,Opening_Rank,Closing_Rank,Quota
2025,NIT Warangal,Mechanical Engineering,General,5587,6597,Other State
2025,NIT Warangal,Mechanical Engineering,OBC-NCL,2492,3704,Other State
2025,NIT Warangal,Mechanical Engineering,SC,1149,2927,Other State
2025,NIT Warangal,Mechanical Engineering,ST,840,1886,Other State
2025,NIT Warangal,Mechanical Engineering,EWS,1893,2781,Other State
2025,NIT Warangal,Mechanical Engineering,PwD,254,911,Other State
2025,NIT Warangal,Civil Engineering,General,5553,6219,Other State
2025,NIT Warangal,Civil Engineering,OBC-NCL,2303,2996,Other State
2025,NIT Warangal,Civil Engineering,SC,1184,2401,Other State
2025,NIT Warangal,Civil Engineering,ST,811,2493,Other State
2025,NIT Warangal,Civil Engineering,EWS,2090,3405,Other State
2025,NIT Warangal,Civil Engineering,PwD,237,1414,Other State
2025,NIT Warangal,Information Technology,General,1834,2401,Other State
2025,NIT Warangal,Information Technology,OBC-NCL,576,1292,Other State
2025,NIT Warangal,Information Technology,SC,144,1802,Other State
2025,NIT Warangal,Information Technology,ST,242,2116,Other State
2025,NIT Warangal,Information Technology,EWS,542,1659,Other State
2025,NIT Warangal,Information Technology,PwD,1,678,Other State
2025,NIT Rourkela,Computer Science and Engineering,General,5847,7728,Other State
2025,NIT Rourkela,Computer Science and Engineering,OBC-NCL,2479,3886,Other State
2025,NIT Rourkela,Computer Science and Engineering,SC,1308,2465,Other State
2025,NIT Rourkela,Computer Science and Engineering,ST,735,1697,Other State
2025,NIT Rourkela,Computer Science and Engineering,EWS,1919,2540,Other State
2025,NIT Rourkela,Computer Science and Engineering,PwD,1,1720,Other State
2025,NIT Rourkela,Electronics and Communication Engineering,General,9326,10143,Other State
2025,NIT Rourkela,Electronics and Communication Engineering,OBC-NCL,3776,5551,Other State
2025,NIT Rourkela,Electronics and Communication Engineering,SC,1758,2967,Other State
2025,NIT Rourkela,Electronics and Communication Engineering,ST,1224,2037,Other State
2025,NIT Rourkela,Electronics and Communication Engineering,EWS,3198,4115,Other State
2025,NIT Rourkela,Electronics and Communication Engineering,PwD,1,1602,Other State
2025,NIT Rourkela,Electrical Engineering,General,13924,15804,Other State
2025,NIT Rourkela,Electrical Engineering,OBC-NCL,5321,6034,Other State
2025,NIT Rourkela,Electrical Engineering,SC,2900,3473,Other State
2025,NIT Rourkela,Electrical Engineering,ST,1919,2927,Other State
2025,NIT Rourkela,Electrical Engineering,EWS,4960,6576,Other State
2025,NIT Rourkela,Electrical Engineering,PwD,112,1268,Other State
2025,NIT Rourkela,Mechanical Engineering,General,13605,15397,Other State
2025,NIT Rourkela,Mechanical Engineering,OBC-NCL,5694,7221,Other State
2025,NIT Rourkela,Mechanical Engineering,SC,2696,4450,Other State
2025,NIT Rourkela,Mechanical Engineering,ST,1956,3531,Other State
2025,NIT Rourkela,Mechanical Engineering,EWS,4762,5586,Other State
2025,NIT Rourkela,Mechanical Engineering,PwD,329,1545,Other State
2025,NIT Rourkela,Civil Engineering,General,13809,14585,Other State
2025,NIT Rourkela,Civil Engineering,OBC-NCL,5342,5993,Other State
2025,NIT Rourkela,Civil Engineering,SC,2817,3640,Other State
2025,NIT Rourkela,Civil Engineering,ST,2225,3916,Other State
2025,NIT Rourkela,Civil Engineering,EWS,4804,5613,Other State
2025,NIT Rourkela,Civil Engineering,PwD,227,1806,Other State
2025,NIT Rourkela,Information Technology,General,5657,6629,Other State
2025,NIT Rourkela,Information Technology,OBC-NCL,2395,3355,Other State
2025,NIT Rourkela,Information Technology,SC,1273,2586,Other State
2025,NIT Rourkela,Information Technology,ST,995,2659,Other State
2025,NIT Rourkela,Information Technology,EWS,1966,2727,Other State
2025,NIT Rourkela,Information Technology,PwD,129,2072,Other State
2025,MNNIT Allahabad,Computer Science and Engineering,General,5781,7545,Other State
2025,MNNIT Allahabad,Computer Science and Engineering,OBC-NCL,2454,3723,Other State
2025,MNNIT Allahabad,Computer Science and Engineering,SC,1198,1877,Other State
2025,MNNIT Allahabad,Computer Science and Engineering,ST,727,2046,Other State
2025,MNNIT Allahabad,Computer Science and Engineering,EWS,2159,2829,Other State
2025,MNNIT Allahabad,Computer Science and Engineering,PwD,1,1891,Other State
2025,MNNIT Allahabad,Electronics and Communication Engineering,General,9106,10044,Other State
2025,MNNIT Allahabad,Electronics and Communication Engineering,OBC-NCL,3802,4528,Other State
2025,MNNIT Allahabad,Electronics and Communication Engineering,SC,2035,3262,Other State
2025,MNNIT Allahabad,Electronics and Communication Engineering,ST,1248,1831,Other State
2025,MNNIT Allahabad,Electronics and Communication Engineering,EWS,3122,4658,Other State
2025,MNNIT Allahabad,Electronics and Communication Engineering,PwD,188,1380,Other State
2025,MNNIT Allahabad,Electrical Engineering,General,13866,15509,Other State
2025,MNNIT Allahabad,Electrical Engineering,OBC-NCL,5671,7251,Other State
2025,MNNIT Allahabad,Electrical Engineering,SC,2598,4457,Other State
2025,MNNIT Allahabad,Electrical Engineering,ST,1996,2668,Other State
2025,MNNIT Allahabad,Electrical Engineering,EWS,4663,5421,Other State
2025,MNNIT Allahabad,Electrical Engineering,PwD,312,1328,Other State
2025,MNNIT Allahabad,Mechanical Engineering,General,13816,14838,Other State
2025,MNNIT Allahabad,Mechanical Engineering,OBC-NCL,5700,7038,Other State
2025,MNNIT Allahabad,Mechanical Engineering,SC,2675,3358,Other State
2025,MNNIT Allahabad,Mechanical Engineering,ST,2262,3901,Other State
2025,MNNIT Allahabad,Mechanical Engineering,EWS,4790,5832,Other State
2025,MNNIT Allahabad,Mechanical Engineering,PwD,11,1771,Other State
2025,MNNIT Allahabad,Civil Engineering,General,13925,15514,Other State
2025,MNNIT Allahabad,Civil Engineering,OBC-NCL,5388,6334,Other State
2025,MNNIT Allahabad,Civil Engineering,SC,2578,3518,Other State
2025,MNNIT Allahabad,Civil Engineering,ST,2094,3057,Other State
2025,MNNIT Allahabad,Civil Engineering,EWS,5024,6234,Other State
2025,MNNIT Allahabad,Civil Engineering,PwD,1,895,Other State
2025,MNNIT Allahabad,Information Technology,General,5875,7489,Other State
2025,MNNIT Allahabad,Information Technology,OBC-NCL,2337,3930,Other State
2025,MNNIT Allahabad,Information Technology,SC,1115,2256,Other State
2025,MNNIT Allahabad,Information Technology,ST,875,2733,Other State
2025,MNNIT Allahabad,Information Technology,EWS,2063,2931,Other State
2025,MNNIT Allahabad,Information Technology,PwD,205,753,Other State
2025,NIT Calicut,Computer Science and Engineering,General,5601,7413,Other State
2025,NIT Calicut,Computer Science and Engineering,OBC-NCL,2377,4139,Other State
2025,NIT Calicut,Computer Science and Engineering,SC,1082,2580,Other State
2025,NIT Calicut,Computer Science and Engineering,ST,935,2624,Other State
2025,NIT Calicut,Computer Science and Engineering,EWS,2185,3057,Other State
2025,NIT Calicut,Computer Science and Engineering,PwD,149,1127,Other State
2025,NIT Calicut,Electronics and Communication Engineering,General,9319,10468,Other State
2025,NIT Calicut,Electronics and Communication Engineering,OBC-NCL,3558,4739,Other State
2025,NIT Calicut,Electronics and Communication Engineering,SC,1762,2949,Other State
2025,NIT Calicut,Electronics and Communication Engineering,ST,1479,2060,Other State
2025,NIT Calicut,Electronics and Communication Engineering,EWS,3106,3830,Other State
2025,NIT Calicut,Electronics and Communication Engineering,PwD,1,1322,Other State
2025,NIT Calicut,Electrical Engineering,General,13956,14618,Other State
2025,NIT Calicut,Electrical Engineering,OBC-NCL,5416,6429,Other State
2025,NIT Calicut,Electrical Engineering,SC,2908,4088,Other State
2025,NIT Calicut,Electrical Engineering,ST,2183,4081,Other State
2025,NIT Calicut,Electrical Engineering,EWS,4720,5400,Other State
2025,NIT Calicut,Electrical Engineering,PwD,167,1991,Other State
2025,NIT Calicut,Mechanical Engineering,General,13746,15458,Other State
2025,NIT Calicut,Mechanical Engineering,OBC-NCL,5665,7502,Other State
2025,NIT Calicut,Mechanical Engineering,SC,2686,4635,Other State
2025,NIT Calicut,Mechanical Engineering,ST,1915,2979,Other State
2025,NIT Calicut,Mechanical Engineering,EWS,4815,5864,Other State
2025,NIT Calicut,Mechanical Engineering,PwD,162,885,Other State
2025,NIT Calicut,Civil Engineering,General,13752,14811,Other State
2025,NIT Calicut,Civil Engineering,OBC-NCL,5669,7339,Other State
2025,NIT Calicut,Civil Engineering,SC,2951,3799,Other State
2025,NIT Calicut,Civil Engineering,ST,2050,3186,Other State
2025,NIT Calicut,Civil Engineering,EWS,4807,6369,Other State
2025,NIT Calicut,Civil Engineering,PwD,196,1589,Other State
2025,NIT Calicut,Information Technology,General,5552,7067,Other State
2025,NIT Calicut,Information Technology,OBC-NCL,2163,2691,Other State
2025,NIT Calicut,Information Technology,SC,1321,1917,Other State
2025,NIT Calicut,Information Technology,ST,1019,2984,Other State
2025,NIT Calicut,Information Technology,EWS,2014,3948,Other State
2025,NIT Calicut,Information Technology,PwD,1,1235,Other State
2025,NIT Durgapur,Computer Science and Engineering,General,5651,7220,Other State
2025,NIT Durgapur,Computer Science and Engineering,OBC-NCL,2165,3267,Other State
2025,NIT Durgapur,Computer Science and Engineering,SC,1113,2747,Other State
2025,NIT Durgapur,Computer Science and Engineering,ST,999,1621,Other State
2025,NIT Durgapur,Computer Science and Engineering,EWS,2004,2950,Other State
2025,NIT Durgapur,Computer Science and Engineering,PwD,1,1815,Other State
2025,NIT Durgapur,Electronics and Communication Engineering,General,9158,11093,Other State
2025,NIT Durgapur,Electronics and Communication Engineering,OBC-NCL,3582,4978,Other State
2025,NIT Durgapur,Electronics and Communication Engineering,SC,1920,3486,Other State
2025,NIT Durgapur,Electronics and Communication Engineering,ST,1263,2465,Other State
2025,NIT Durgapur,Electronics and Communication Engineering,EWS,3070,3779,Other State
2025,NIT Durgapur,Electronics and Communication Engineering,PwD,17,1008,Other State
2025,NIT Durgapur,Electrical Engineering,General,13667,14943,Other State
2025,NIT Durgapur,Electrical Engineering,OBC-NCL,5576,7287,Other State
2025,NIT Durgapur,Electrical Engineering,SC,2788,3476,Other State
2025,NIT Durgapur,Electrical Engineering,ST,1878,3515,Other State
2025,NIT Durgapur,Electrical Engineering,EWS,4704,5879,Other State
2025,NIT Durgapur,Electrical Engineering,PwD,21,569,Other State
2025,NIT Durgapur,Mechanical Engineering,General,13924,15431,Other State
2025,NIT Durgapur,Mechanical Engineering,OBC-NCL,5495,6381,Other State
2025,NIT Durgapur,Mechanical Engineering,SC,2947,4452,Other State
2025,NIT Durgapur,Mechanical Engineering,ST,2086,3590,Other State
2025,NIT Durgapur,Mechanical Engineering,EWS,4974,6727,Other State
2025,NIT Durgapur,Mechanical Engineering,PwD,191,926,Other State
2025,NIT Durgapur,Civil Engineering,General,13624,15408,Other State
2025,NIT Durgapur,Civil Engineering,OBC-NCL,5572,6342,Other State
2025,NIT Durgapur,Civil Engineering,SC,2681,3836,Other State
2025,NIT Durgapur,Civil Engineering,ST,2125,4069,Other State
2025,NIT Durgapur,Civil Engineering,EWS,4887,6334,Other State
2025,NIT Durgapur,Civil Engineering,PwD,1,1363,Other State
2025,NIT Durgapur,Information Technology,General,5562,6949,Other State
2025,NIT Durgapur,Information Technology,OBC-NCL,2307,4141,Other State
2025,NIT Durgapur,Information Technology,SC,1184,1832,Other State
2025,NIT Durgapur,Information Technology,ST,983,1920,Other State
2025,NIT Durgapur,Information Technology,EWS,1966,3579,Other State
2025,NIT Durgapur,Information Technology,PwD,42,899,Other State
2025,NIT Jaipur,Computer Science and Engineering,General,5723,7463,Other State
2025,NIT Jaipur,Computer Science and Engineering,OBC-NCL,2494,3449,Other State
2025,NIT Jaipur,Computer Science and Engineering,SC,1213,2341,Other State
2025,NIT Jaipur,Computer Science and Engineering,ST,860,2191,Other State
2025,NIT Jaipur,Computer Science and Engineering,EWS,1832,2531,Other State
2025,NIT Jaipur,Computer Science and Engineering,PwD,227,1740,Other State
2025,NIT Jaipur,Electronics and Communication Engineering,General,9340,11311,Other State
2025,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,3727,5014,Other State
2025,NIT Jaipur,Electronics and Communication Engineering,SC,1903,3484,Other State
2025,NIT Jaipur,Electronics and Communication Engineering,ST,1481,2011,Other State
2025,NIT Jaipur,Electronics and Communication Engineering,EWS,3268,4372,Other State
2025,NIT Jaipur,Electronics and Communication Engineering,PwD,156,1950,Other State
2025,NIT Jaipur,Electrical Engineering,General,13692,15609,Other State
2025,NIT Jaipur,Electrical Engineering,OBC-NCL,5603,6604,Other State
2025,NIT Jaipur,Electrical Engineering,SC,2638,4245,Other State
2025,NIT Jaipur,Electrical Engineering,ST,2233,3618,Other State
2025,NIT Jaipur,Electrical Engineering,EWS,4665,6530,Other State
2025,NIT Jaipur,Electrical Engineering,PwD,263,2193,Other State
2025,NIT Jaipur,Mechanical Engineering,General,13830,15446,Other State
2025,NIT Jaipur,Mechanical Engineering,OBC-NCL,5654,6767,Other State
2025,NIT Jaipur,Mechanical Engineering,SC,2724,3382,Other State
2025,NIT Jaipur,Mechanical Engineering,ST,1882,2754,Other State
2025,NIT Jaipur,Mechanical Engineering,EWS,4853,6449,Other State
2025,NIT Jaipur,Mechanical Engineering,PwD,185,1195,Other State
2025,NIT Jaipur,Civil Engineering,General,13689,14404,Other State
2025,NIT Jaipur,Civil Engineering,OBC-NCL,5408,6895,Other State
2025,NIT Jaipur,Civil Engineering,SC,2778,4117,Other State
2025,NIT Jaipur,Civil Engineering,ST,2083,3827,Other State
2025,NIT Jaipur,Civil Engineering,EWS,5017,6070,Other State
2025,NIT Jaipur,Civil Engineering,PwD,71,1636,Other State
2025,NIT Jaipur,Information Technology,General,5713,7085,Other State
2025,NIT Jaipur,Information Technology,OBC-NCL,2382,3963,Other State
2025,NIT Jaipur,Information Technology,SC,1251,2584,Other State
2025,NIT Jaipur,Information Technology,ST,686,2282,Other State
2025,NIT Jaipur,Information Technology,EWS,2184,3606,Other State
2025,NIT Jaipur,Information Technology,PwD,1,1342,Other State
2025,NIT Kurukshetra,Computer Science and Engineering,General,5702,7350,Other State
2025,NIT Kurukshetra,Computer Science and Engineering,OBC-NCL,2166,2671,Other State
2025,NIT Kurukshetra,Computer Science and Engineering,SC,1074,1887,Other State
2025,NIT Kurukshetra,Computer Science and Engineering,ST,987,2051,Other State
2025,NIT Kurukshetra,Computer Science and Engineering,EWS,1877,3202,Other State
2025,NIT Kurukshetra,Computer Science and Engineering,PwD,1,1526,Other State
2025,NIT Kurukshetra,Electronics and Communication Engineering,General,9203,10364,Other State
2025,NIT Kurukshetra,Electronics and Communication Engineering,OBC-NCL,3772,4675,Other State
2025,NIT Kurukshetra,Electronics and Communication Engineering,SC,1742,2777,Other State
2025,NIT Kurukshetra,Electronics and Communication Engineering,ST,1547,3282,Other State
2025,NIT Kurukshetra,Electronics and Communication Engineering,EWS,3084,4816,Other State
2025,NIT Kurukshetra,Electronics and Communication Engineering,PwD,142,758,Other State
2025,NIT Kurukshetra,Electrical Engineering,General,13714,14962,Other State
2025,NIT Kurukshetra,Electrical Engineering,OBC-NCL,5423,6417,Other State
2025,NIT Kurukshetra,Electrical Engineering,SC,2817,3362,Other State
2025,NIT Kurukshetra,Electrical Engineering,ST,2179,4033,Other State
2025,NIT Kurukshetra,Electrical Engineering,EWS,4844,6325,Other State
2025,NIT Kurukshetra,Electrical Engineering,PwD,237,1581,Other State
2025,NIT Kurukshetra,Mechanical Engineering,General,13622,14632,Other State
2025,NIT Kurukshetra,Mechanical Engineering,OBC-NCL,5353,6392,Other State
2025,NIT Kurukshetra,Mechanical Engineering,SC,2574,3316,Other State
2025,NIT Kurukshetra,Mechanical Engineering,ST,2075,3486,Other State
2025,NIT Kurukshetra,Mechanical Engineering,EWS,4899,6159,Other State
2025,NIT Kurukshetra,Mechanical Engineering,PwD,203,1407,Other State
2025,NIT Kurukshetra,Civil Engineering,General,13933,14547,Other State
2025,NIT Kurukshetra,Civil Engineering,OBC-NCL,5386,7208,Other State
2025,NIT Kurukshetra,Civil Engineering,SC,2883,3779,Other State
2025,NIT Kurukshetra,Civil Engineering,ST,2262,3860,Other State
2025,NIT Kurukshetra,Civil Engineering,EWS,4731,5527,Other State
2025,NIT Kurukshetra,Civil Engineering,PwD,114,1852,Other State
2025,NIT Kurukshetra,Information Technology,General,5864,7426,Other State
2025,NIT Kurukshetra,Information Technology,OBC-NCL,2358,2864,Other State
2025,NIT Kurukshetra,Information Technology,SC,998,1658,Other State
2025,NIT Kurukshetra,Information Technology,ST,1018,1693,Other State
2025,NIT Kurukshetra,Information Technology,EWS,1890,3415,Other State
2025,NIT Kurukshetra,Information Technology,PwD,239,1193,Other State
2025,NIT Nagpur,Computer Science and Engineering,General,5681,6456,Other State
2025,NIT Nagpur,Computer Science and Engineering,OBC-NCL,2216,3391,Other State
2025,NIT Nagpur,Computer Science and Engineering,SC,1237,2788,Other State
2025,NIT Nagpur,Computer Science and Engineering,ST,994,2518,Other State
2025,NIT Nagpur,Computer Science and Engineering,EWS,1999,2554,Other State
2025,NIT Nagpur,Computer Science and Engineering,PwD,1,1636,Other State
2025,NIT Nagpur,Electronics and Communication Engineering,General,9285,11118,Other State
2025,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,3515,4453,Other State
2025,NIT Nagpur,Electronics and Communication Engineering,SC,1856,2950,Other State
2025,NIT Nagpur,Electronics and Communication Engineering,ST,1244,3092,Other State
2025,NIT Nagpur,Electronics and Communication Engineering,EWS,3147,3953,Other State
2025,NIT Nagpur,Electronics and Communication Engineering,PwD,1,1119,Other State
2025,NIT Nagpur,Electrical Engineering,General,13707,15602,Other State
2025,NIT Nagpur,Electrical Engineering,OBC-NCL,5675,6355,Other State
2025,NIT Nagpur,Electrical Engineering,SC,2914,3481,Other State
2025,NIT Nagpur,Electrical Engineering,ST,2160,3351,Other State
2025,NIT Nagpur,Electrical Engineering,EWS,4809,6798,Other State
2025,NIT Nagpur,Electrical Engineering,PwD,105,1518,Other State
2025,NIT Nagpur,Mechanical Engineering,General,13620,14185,Other State
2025,NIT Nagpur,Mechanical Engineering,OBC-NCL,5339,6222,Other State
2025,NIT Nagpur,Mechanical Engineering,SC,2858,3396,Other State
2025,NIT Nagpur,Mechanical Engineering,ST,2153,3474,Other State
2025,NIT Nagpur,Mechanical Engineering,EWS,4718,6002,Other State
2025,NIT Nagpur,Mechanical Engineering,PwD,272,1983,Other State
2025,NIT Nagpur,Civil Engineering,General,13757,15523,Other State
2025,NIT Nagpur,Civil Engineering,OBC-NCL,5391,6369,Other State
2025,NIT Nagpur,Civil Engineering,SC,2607,3207,Other State
2025,NIT Nagpur,Civil Engineering,ST,1870,2545,Other State
2025,NIT Nagpur,Civil Engineering,EWS,4866,6275,Other State
2025,NIT Nagpur,Civil Engineering,PwD,1,1623,Other State
2025,NIT Nagpur,Information Technology,General,5908,6902,Other State
2025,NIT Nagpur,Information Technology,OBC-NCL,2101,3355,Other State
2025,NIT Nagpur,Information Technology,SC,1246,1956,Other State
2025,NIT Nagpur,Information Technology,ST,784,2536,Other State
2025,NIT Nagpur,Information Technology,EWS,1893,3804,Other State
2025,NIT Nagpur,Information Technology,PwD,1,1041,Other State
2026,NIT Trichy,Computer Science and Engineering,General,1690,2459,Other State
2026,NIT Trichy,Computer Science and Engineering,OBC-NCL,646,2181,Other State
2026,NIT Trichy,Computer Science and Engineering,SC,454,2366,Other State
2026,NIT Trichy,Computer Science and Engineering,ST,361,1366,Other State
2026,NIT Trichy,Computer Science and Engineering,EWS,430,961,Other State
2026,NIT Trichy,Computer Science and Engineering,PwD,1,1695,Other State
2026,NIT Trichy,Electronics and Communication Engineering,General,3136,4728,Other State
2026,NIT Trichy,Electronics and Communication Engineering,OBC-NCL,1300,2161,Other State
2026,NIT Trichy,Electronics and Communication Engineering,SC,536,2492,Other State
2026,NIT Trichy,Electronics and Communication Engineering,ST,349,857,Other State
2026,NIT Trichy,Electronics and Communication Engineering,EWS,911,2107,Other State
2026,NIT Trichy,Electronics and Communication Engineering,PwD,1,1638,Other State
2026,NIT Trichy,Electrical Engineering,General,4942,5831,Other State
2026,NIT Trichy,Electrical Engineering,OBC-NCL,1919,3100,Other State
2026,NIT Trichy,Electrical Engineering,SC,956,1790,Other State
2026,NIT Trichy,Electrical Engineering,ST,898,1657,Other State
2026,NIT Trichy,Electrical Engineering,EWS,1631,2884,Other State
2026,NIT Trichy,Electrical Engineering,PwD,21,1775,Other State
2026,NIT Trichy,Mechanical Engineering,General,5007,5581,Other State
2026,NIT Trichy,Mechanical Engineering,OBC-NCL,2069,3194,Other State
2026,NIT Trichy,Mechanical Engineering,SC,861,2234,Other State
2026,NIT Trichy,Mechanical Engineering,ST,869,1470,Other State
2026,NIT Trichy,Mechanical Engineering,EWS,1911,3364,Other State
2026,NIT Trichy,Mechanical Engineering,PwD,104,1173,Other State
2026,NIT Trichy,Civil Engineering,General,4911,6395,Other State
2026,NIT Trichy,Civil Engineering,OBC-NCL,2112,3609,Other State
2026,NIT Trichy,Civil Engineering,SC,995,2381,Other State
2026,NIT Trichy,Civil Engineering,ST,902,2517,Other State
2026,NIT Trichy,Civil Engineering,EWS,1601,2620,Other State
2026,NIT Trichy,Civil Engineering,PwD,149,1770,Other State
2026,NIT Trichy,Information Technology,General,1535,3432,Other State
2026,NIT Trichy,Information Technology,OBC-NCL,468,1894,Other State
2026,NIT Trichy,Information Technology,SC,144,1292,Other State
2026,NIT Trichy,Information Technology,ST,258,1813,Other State
2026,NIT Trichy,Information Technology,EWS,613,1691,Other State
2026,NIT Trichy,Information Technology,PwD,1,614,Other State
2026,NIT Surathkal,Computer Science and Engineering,General,1503,3055,Other State
2026,NIT Surathkal,Computer Science and Engineering,OBC-NCL,530,1503,Other State
2026,NIT Surathkal,Computer Science and Engineering,SC,284,1036,Other State
2026,NIT Surathkal,Computer Science and Engineering,ST,310,1714,Other State
2026,NIT Surathkal,Computer Science and Engineering,EWS,710,1271,Other State
2026,NIT Surathkal,Computer Science and Engineering,PwD,1,930,Other State
2026,NIT Surathkal,Electronics and Communication Engineering,General,2867,4531,Other State
2026,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,1230,3053,Other State
2026,NIT Surathkal,Electronics and Communication Engineering,SC,562,1372,Other State
2026,NIT Surathkal,Electronics and Communication Engineering,ST,642,2610,Other State
2026,NIT Surathkal,Electronics and Communication Engineering,EWS,1095,2403,Other State
2026,NIT Surathkal,Electronics and Communication Engineering,PwD,1,1076,Other State
2026,NIT Surathkal,Electrical Engineering,General,4830,5376,Other State
2026,NIT Surathkal,Electrical Engineering,OBC-NCL,1929,2780,Other State
2026,NIT Surathkal,Electrical Engineering,SC,1132,1689,Other State
2026,NIT Surathkal,Electrical Engineering,ST,655,1966,Other State
2026,NIT Surathkal,Electrical Engineering,EWS,1879,3146,Other State
2026,NIT Surathkal,Electrical Engineering,PwD,161,1343,Other State
2026,NIT Surathkal,Mechanical Engineering,General,5182,6867,Other State
2026,NIT Surathkal,Mechanical Engineering,OBC-NCL,2085,3679,Other State
2026,NIT Surathkal,Mechanical Engineering,SC,1054,3031,Other State
2026,NIT Surathkal,Mechanical Engineering,ST,923,1819,Other State
2026,NIT Surathkal,Mechanical Engineering,EWS,1552,2077,Other State
2026,NIT Surathkal,Mechanical Engineering,PwD,162,787,Other State
2026,NIT Surathkal,Civil Engineering,General,4852,6573,Other State
2026,NIT Surathkal,Civil Engineering,OBC-NCL,2098,2785,Other State
2026,NIT Surathkal,Civil Engineering,SC,985,2294,Other State
2026,NIT Surathkal,Civil Engineering,ST,753,1702,Other State
2026,NIT Surathkal,Civil Engineering,EWS,1560,3437,Other State
2026,NIT Surathkal,Civil Engineering,PwD,1,1097,Other State
2026,NIT Surathkal,Information Technology,General,1399,2514,Other State
2026,NIT Surathkal,Information Technology,OBC-NCL,445,1500,Other State
2026,NIT Surathkal,Information Technology,SC,377,1367,Other State
2026,NIT Surathkal,Information Technology,ST,279,1159,Other State
2026,NIT Surathkal,Information Technology,EWS,704,1745,Other State
2026,NIT Surathkal,Information Technology,PwD,78,1402,Other State
2026,NIT Warangal,Computer Science and Engineering,General,1666,3518,Other State
2026,NIT Warangal,Computer Science and Engineering,OBC-NCL,514,2313,Other State
2026,NIT Warangal,Computer Science and Engineering,SC,380,2178,Other State
2026,NIT Warangal,Computer Science and Engineering,ST,285,1627,Other State
2026,NIT Warangal,Computer Science and Engineering,EWS,531,1358,Other State
2026,NIT Warangal,Computer Science and Engineering,PwD,25,1251,Other State
2026,NIT Warangal,Electronics and Communication Engineering,General,2839,3364,Other State
2026,NIT Warangal,Electronics and Communication Engineering,OBC-NCL,1026,2227,Other State
2026,NIT Warangal,Electronics and Communication Engineering,SC,482,1663,Other State
2026,NIT Warangal,Electronics and Communication Engineering,ST,416,1084,Other State
2026,NIT Warangal,Electronics and Communication Engineering,EWS,1138,1866,Other State
2026,NIT Warangal,Electronics and Communication Engineering,PwD,1,867,Other State
2026,NIT Warangal,Electrical Engineering,General,4815,6105,Other State
2026,NIT Warangal,Electrical Engineering,OBC-NCL,1934,2957,Other State
2026,NIT Warangal,Electrical Engineering,SC,871,1476,Other State
2026,NIT Warangal,Electrical Engineering,ST,769,2233,Other State
2026,NIT Warangal,Electrical Engineering,EWS,1726,3531,Other State
2026,NIT Warangal,Electrical Engineering,PwD,1,1034,Other State
2026,NIT Warangal,Mechanical Engineering,General,5068,7003,Other State
2026,NIT Warangal,Mechanical Engineering,OBC-NCL,1960,3250,Other State
2026,NIT Warangal,Mechanical Engineering,SC,1152,1669,Other State
2026,NIT Warangal,Mechanical Engineering,ST,791,1407,Other State
2026,NIT Warangal,Mechanical Engineering,EWS,1835,3502,Other State
2026,NIT Warangal,Mechanical Engineering,PwD,54,1104,Other State
2026,NIT Warangal,Civil Engineering,General,4953,6205,Other State
2026,NIT Warangal,Civil Engineering,OBC-NCL,2185,4077,Other State
2026,NIT Warangal,Civil Engineering,SC,933,1990,Other State
2026,NIT Warangal,Civil Engineering,ST,599,1776,Other State
2026,NIT Warangal,Civil Engineering,EWS,1655,3394,Other State
2026,NIT Warangal,Civil Engineering,PwD,1,1949,Other State
2026,NIT Warangal,Information Technology,General,1371,2858,Other State
2026,NIT Warangal,Information Technology,OBC-NCL,729,1674,Other State
2026,NIT Warangal,Information Technology,SC,285,854,Other State
2026,NIT Warangal,Information Technology,ST,174,1943,Other State
2026,NIT Warangal,Information Technology,EWS,586,2208,Other State
2026,NIT Warangal,Information Technology,PwD,212,2013,Other State
2026,NIT Rourkela,Computer Science and Engineering,General,4850,6293,Other State
2026,NIT Rourkela,Computer Science and Engineering,OBC-NCL,1903,3348,Other State
2026,NIT Rourkela,Computer Science and Engineering,SC,888,2040,Other State
2026,NIT Rourkela,Computer Science and Engineering,ST,762,1494,Other State
2026,NIT Rourkela,Computer Science and Engineering,EWS,1943,2693,Other State
2026,NIT Rourkela,Computer Science and Engineering,PwD,1,579,Other State
2026,NIT Rourkela,Electronics and Communication Engineering,General,7851,9248,Other State
2026,NIT Rourkela,Electronics and Communication Engineering,OBC-NCL,3268,3993,Other State
2026,NIT Rourkela,Electronics and Communication Engineering,SC,1450,3159,Other State
2026,NIT Rourkela,Electronics and Communication Engineering,ST,1033,2335,Other State
2026,NIT Rourkela,Electronics and Communication Engineering,EWS,2829,3459,Other State
2026,NIT Rourkela,Electronics and Communication Engineering,PwD,1,1967,Other State
2026,NIT Rourkela,Electrical Engineering,General,12125,13383,Other State
2026,NIT Rourkela,Electrical Engineering,OBC-NCL,4791,5787,Other State
2026,NIT Rourkela,Electrical Engineering,SC,2522,4255,Other State
2026,NIT Rourkela,Electrical Engineering,ST,1702,2530,Other State
2026,NIT Rourkela,Electrical Engineering,EWS,4371,6354,Other State
2026,NIT Rourkela,Electrical Engineering,PwD,52,1386,Other State
2026,NIT Rourkela,Mechanical Engineering,General,11938,12558,Other State
